623,285
706,98
488,735
445,353
911,258
319,972
222,725
955,669
660,413
91,357
580,537
129,159
873,212
760,172
393,682
170,488
97,274
465,676
243,355
439,518
873,168
39,944
336,175
161,413
126,189
188,772
606,593
613,110
925,238
718,910
328,957
346,854
776,627
407,667
332,285
452,290
3,527
391,441
965,77
476,748
534,909
132,983
401,962
116,59
746,538
593,475
73,838
359,620
260,624
663,633
58,81
356,930
8,853
799,366
511,496
776,784
623,791
322,327
533,843
168,235
902,653
541,661
676,245
472,505
19,402
33,0
936,155
584,959
536,493
919,607
729,965
96,703
281,267
70,25
177,48
613,127
67,374
184,496
465,373
677,122
112,931
359,649
507,153
52,860
564,574
175,632
139,534
255,61
619,35
568,658
453,440
227,956
15,767
124,347
794,901
70,466
576,971
136,252
508,238
514,838
3,647
555,253
643,985
505,461
439,408
604,265
448,185
402,507
138,575
138,338
751,26
216,646
498,697
654,533
661,611
636,275
436,577
322,145
213,309
468,830
535,811
686,340
349,902
37,58
662,682
918,128
811,80
711,674
62,66
172,115
478,500
823,167
921,484
340,598
680,642
536,379
288,814
967,7
996,535
633,938
322,225
910,836
354,127
584,737
553,945
478,412
63,377
651,144
553,351
267,90
674,434
600,705
250,393
793,296
776,527
324,71
869,566
859,372
921,440
277,159
604,593
384,159
454,133
718,915
568,585
881,198
224,148
848,1
725,760
44,839
70,577
225,236
318,574
500,919
597,820
449,122
146,102
289,574
597,43
388,396
531,541
578,542
733,358
566,699
967,408
919,376
89,146
977,97
473,820
265,539
909,546
709,958
146,310
393,81
454,178
666,960
206,412
449,486
527,971
996,166
111,186
236,978
756,274
236,398
0,998
41,503
957,212
866,192
829,856
735,193
876,56
147,680
885,179
449,914
888,162
849,537
461,886
575,533
793,393
126,625
354,919
683,751
232,537
687,116
155,891
999,129
871,609
523,85
345,664
100,89
36,606
211,999
843,198
709,255
256,846
517,669
786,466
408,236
836,701
139,400
922,265
612,624
237,470
70,163
178,261
303,586
21,127
196,421
67,126
189,937
167,590
651,574
898,643
996,931
249,131
27,127
417,342
912,33
369,944
216,978
359,528
846,433
337,96
398,995
609,961
647,752
674,992
184,970
493,482
663,907
356,7
369,589
254,379
891,153
988,147
811,190
54,869
366,979
774,122
575,147
243,683
951,567
990,231
419,694
883,66
995,966
435,296
686,249
897,248
151,586
903,864
684,544
513,937
597,176
403,912
137,115
849,742
623,964
884,682
733,364
616,84
998,500
50,345
181,435
502,279
220,957
256,359
326,957
751,915
552,634
582,356
58,919
456,611
876,382
248,918
790,686
363,433
548,231
304,182
645,584
122,22
296,599
257,657
69,666
779,456
642,921
853,463
995,284
551,356
345,678
205,428
776,150
421,940
148,355
893,294
850,960
930,989
983,436
760,575
489,745
858,926
717,757
342,326
309,357
563,725
547,679
524,169
900,674
153,842
906,280
984,536
587,28
932,634
561,19
187,875
428,697
115,379
613,614
416,947
810,285
594,774
23,114
195,130
122,497
874,663
107,564
228,191
646,143
302,46
718,850
185,995
226,72
293,449
221,623
545,636
18,500
668,922
912,903
223,502
632,518
300,948
83,10
137,146
85,940
643,379
818,658
784,476
83,399
592,182
562,97
244,271
528,310
213,171
936,148
777,800
934,272
84,386
88,319
12,959
433,108
76,536
18,66
991,275
242,338
157,808
882,21
963,526
182,639
62,921
216,674
396,346
216,468
925,58
206,892
842,270
766,491
842,447
161,183
803,474
376,32
246,311
681,189
467,148
900,417
720,878
64,665
229,105
267,904
428,928
708,106
288,234
99,164
802,4
348,730
267,312
176,244
827,686
152,276
699,210
686,532
759,927
937,750
6,414
182,104
831,884
64,287
657,733
20,220
576,861
89,531
383,915
827,469
244,184
772,884
792,461
470,448
586,748
257,999
108,571
860,349
428,786
28,43
265,471
765,653
640,672
417,947
206,574
118,685
427,253
895,815
763,714
868,266
585,52
539,690
503,722
958,502
75,684
325,180
911,234
496,818
251,306
991,37
306,109
755,552
711,225
3,370
834,258
531,488
359,422
180,592
63,360
73,955
564,895
482,96
131,50
557,777
305,506
111,684
339,861
183,518
